bhk,area,ready_to_move,longitude,latitude,price
2,889.8305085,1,28.506454,77.409568,42
3,2738.22563,1,12.863421,77.652405,150
4,1725.490196,0,19.049513,72.919204,440
3,2488.004265,0,30.654128,76.732427,140
3,1200.082764,1,23.207157,88.404471,58
2,1584.283904,1,26.459137,79.506922,100
2,900,1,23.2257,72.51679,18
2,1193.440032,1,18.441256,74.647361,60.4
2,1487.357462,1,26.8626,75.7633,30
2,989.9029895,0,28.5035,77.426447,50
2,1155.020213,1,19.147866,72.932609,140
2,949.893137,1,11.93,79.83,80
2,875,1,28.560719,77.386208,49
2,853.3611982,1,12.96991,77.59796,24.5
1,483.0917874,1,18.4543,73.1147,18
2,800,1,19.18,72.96333,95
2,802.0415603,1,28.66667,77.41667,22
2,610.0660905,1,13.069866,80.198423,48
3,1680.107527,1,28.861993,78.756315,75
2,1150.136038,1,19.980678,79.297436,93
3,1550.114497,1,28.576117,77.382136,88
5,1699.834163,1,28.6711,77.3683,82
3,1600.170685,0,9.952439,76.3632965,75
1,600.0566091,1,18.75,73.08,21.2
2,1429.200617,1,30.661104,76.746082,64.9
2,1115.137998,1,13.008071,77.651295,80
4,2750.929368,1,27.216013,77.950834,74
3,1811.196487,1,23.35556,85.33472,99
2,1045.036079,1,22.43917,88.39583,42
3,3433.996566,1,28.403138,77.070052,340
3,1298.219585,1,12.840956,77.659441,70
2,1109.165207,0,13.278237,74.747328,38
4,1304.034182,0,18.96,72.82,470
2,1041.195111,1,28.59632,77.38143,46
3,2135.748916,1,28.394375,77.357227,83.7
3,1850.180505,1,28.579004,77.431173,82
3,1665.080875,1,23.166495,72.63429,70
2,398.2621289,1,26.707154,80.982346,11
2,1005.025126,1,12.80009,77.71182,48
4,4900.959771,1,18.5438,73.9438,240
2,1294.016156,1,19.128324,72.825408,330
3,1536.806516,1,28.6423,77.3445,100
2,1123.188406,1,12.9816,77.6729,62
2,800.1939864,1,26.955346,75.734793,16.5
4,2655.807365,1,19.239813,72.962722,300
3,1513.775356,1,12.905368,77.580403,100
3,1280,1,9.930471,76.271273,48
1,410.0678733,1,28.568846,77.324966,14.5
4,3429.355281,1,22.312063,72.674296,100
2,890.0451869,1,28.582887,77.339935,65
2,977.7082519,1,22.1764,75.8193,25
2,1099.855282,1,12.977126,77.577724,38
2,1050.241272,0,26.29564,73.03943,37
3,1400.241838,1,26.900926,75.775927,57.9
3,1740.139211,1,19.048979,73.078232,180
2,1149.131767,1,24.69028,78.41889,180
2,650.1950585,1,11.026678,76.903583,20
2,1355.01355,1,26.878068,75.779856,85
3,1800.072003,1,12.96991,77.59796,150
2,907.6305221,1,21.56128,74.21238,33.9
3,1636.296021,1,13.141581,77.749756,88
2,900.2520706,1,22.261354,73.215533,25
2,1318.044023,1,12.905538,77.694263,100
3,1949.586451,1,30.684523,76.691728,99
3,1643.36522,1,9.930471,76.271273,67
3,1233.045623,1,18.96,72.82,210
1,655.0802139,1,18.964489,73.019574,49
2,1180.173092,1,12.96991,77.59796,75
3,1200.087279,1,28.6711,77.3683,55
4,6974.645114,1,22.53028,88.33417,1700
4,2700.075602,0,28.535689,77.359671,250
2,850.0991782,1,26.928785,75.828002,30
4,2636.296531,0,12.8855,77.5638,250
2,900.0163639,1,12.928575,77.585721,55
4,2472.952087,0,18.475864,73.890009,160
2,904.0656205,1,20.098413,79.10786,50.7
1,265.0033933,0,19.1145,72.8712,82
3,1570.306924,0,26.16667,75.78333,110
2,955.4140127,1,19.255098,72.9815265,150
2,1000,1,28.593566,77.362752,60
4,2494.747899,1,12.995285,77.766797,95
2,1150.130348,1,13.1101,80.2095,75
2,1210.136674,1,19.0168,73.09646,85
2,1365.001365,1,19.126499,72.99956,200
2,499.6366279,0,19.255098,72.9815265,110
2,1050.144395,1,22.271214,73.188827,40
1,476.0204689,1,13.020957,80.152774,40
2,985.452839,1,28.538774,77.366515,21
2,1045.296167,1,28.368269,77.37273,24
2,1301.89498,0,12.86,77.786,90
2,2000,1,28.2102,76.8606,38
4,4465.709729,0,28.526624,77.376718,280
2,1192,1,20.286571,85.810906,59.6
3,1846.153846,0,22.5922,88.484911,120
1,448.5310608,0,19.221571,73.042474,120
2,750.0604887,1,28.66667,77.41667,31
2,1060.070671,1,19.040066,73.115347,72
3,1415.09434,1,12.8458,77.6727,79.5
2,1160.062565,1,18.96,72.82,89
3,1690.024732,1,19.1615,72.8731,410
3,1672.762741,0,28.495803,77.426848,68.6
2,1315.265046,1,20.606469,72.913465,33
1,650.026001,1,19.245347,73.124577,50
1,540.1755571,1,19.585537,72.836868,16
3,1830.065359,1,20.098413,79.10786,98
3,1575.157516,1,28.66667,77.41667,70
3,1530,1,12.904179,77.665897,76.5
2,619.6377502,1,12.758604,77.700377,26
4,2200,1,21.17,72.83,110
3,1757.188498,1,40.67197199,-86.15292909,77
2,1087.885617,1,19.239813,72.962722,140
2,1199.862873,1,12.880993,77.557654,70
2,1265.035255,1,13.033421,77.603954,61
2,676.0453302,1,22.301625,88.242147,17.3
2,800,1,28.678014,77.38296,42
2,750.0750075,1,22.486821,88.233267,25
2,1500,1,13.086769,80.191135,150
3,1814.285714,1,20.257483,85.780142,88.9
3,1195.652174,1,24.69028,78.41889,110
3,1395.032324,1,26.900926,75.775927,41
2,850.1594049,1,19.696531,72.767746,24
2,909.4339623,1,12.957707,80.183671,48.2
2,910.0937672,0,25.248438,83.014116,33
3,1850.070303,1,12.96991,77.59796,250
3,2069.857697,1,28.546788,77.378494,160
2,820.0082001,1,19.18,72.96333,140
2,1241.80752,1,23.182972,72.611485,36
3,1014.120668,1,18.5438,73.9438,79
4,2302.158273,1,30.697795,76.714722,160
2,900.0782677,1,24.69028,78.41889,69
2,898.5074627,0,26.154874,91.670312,30.1
3,2235.294118,1,26.91667,75.86667,190
3,1350,1,28.5679,77.3679,81
2,1100.110011,1,18.485487,73.803773,70
1,612.1199755,1,12.8356,80.1682,30
2,1100.352113,1,20.892133,77.741664,25
5,5194.805195,1,28.522931,77.357078,400
3,1475.256769,1,28.506454,77.409568,79
4,2780.191138,1,28.558047,77.392752,160
1,300.0260892,0,24.69028,78.41889,11.5
2,1000,1,17.7,83.25,50
2,1532.720245,1,19.1615,72.8731,230
2,995.8314034,0,22.311323,73.121275,21.5
3,1646.706587,1,28.406794,76.936447,110
4,2350.965575,1,30.664299,76.817624,56
3,534.061239,1,28.34532,77.299035,45
2,1100,0,19.218498,72.992114,110
3,1968.888889,1,26.16667,91.76667,88.6
3,2196.354052,1,28.536585,77.383669,100
4,2400,1,22.281215,70.789479,300
2,1650.252861,1,18.49667,73.94167,62
2,632.0572845,0,19.402549,72.854418,45.9
2,1034.965035,1,26.882832,81.033767,37
2,965.0439631,1,18.96,72.82,90
2,600.5495224,0,24.69028,78.41889,45.9
2,984.8484848,1,19.255098,72.9815265,130
3,1700.060716,1,19.05871,72.89969,420
1,546.0145604,1,19.18,72.96333,58.5
2,1195.499297,1,22.55,72.9,17
3,1677.468547,0,18.914541,72.818211,220
3,1699.716714,1,28.629811,77.434197,48
2,1075.027996,1,28.602325,77.401994,48
1,485.790072,0,19.222101,72.988231,64.1
2,929.8998569,1,12.919423,77.522774,52
3,1438.021283,1,19.124896,72.893503,600
5,5299.954894,1,12.91668,77.59196,470
2,1020.181859,1,13.055985,77.622157,46
2,1070.135002,1,28.6423,77.3445,65
2,2400.384061,1,13.603543,79.460402,50
3,1767.388826,1,17.546483,78.480303,77.5
1,524,0,18.6182,73.7447,26.2
2,923.7875289,0,28.359199,76.836683,120
3,1657.275439,1,12.9223,77.5532,100
2,680,1,19.1759,72.9522,170
2,1100.478469,1,22.3301,73.1611,23
3,1701.694915,1,21.152442,81.090184,50.2
1,451.0309278,1,28.689982,77.339807,14
3,2727.856226,1,22.54111,88.33778,85
2,1000,1,18.11667,83.41667,30
3,1790.18976,1,28.388225,76.946376,100
2,1100.352113,1,22.598675,88.438512,25
2,1232.162459,1,28.381971,77.347688,44.9
1,497.988891,1,26.13722,91.62778,26
3,1726.017442,1,12.995285,77.766797,95
3,1320.052802,0,18.5438,73.9438,110
2,990.0990099,1,21.250076,81.660749,25
1,675.0441375,1,24.69028,78.41889,65
2,674.0361283,1,10.5339,76.2085,25
1,775.1114886,1,28.543278,77.358896,36.5
2,718.1042049,1,19.12,72.91,180
4,3200,0,28.429614,77.481711,180
2,945.1795841,1,24.586021,80.787404,30
2,1089.028042,1,20.07911,73.911636,160
2,942.1518749,1,12.96991,77.59796,50
2,1370,1,19.980678,79.297436,82.2
2,1265.111049,1,9.90708,78.102316,90
3,1394.31121,1,24.69028,78.41889,100
2,800,0,12.80009,77.71182,27
3,1505.144771,0,30.662283,76.822397,62.9
3,1067.270375,1,25.232239,71.392013,33
3,1400.059577,1,12.913771,77.768321,94
1,728.9473684,1,26.807408,75.838659,27.7
3,1293.103448,1,26.900926,75.775927,37.5
3,106469.0027,0,24.69028,78.41889,9480
3,2939.624633,1,28.403138,77.070052,390
2,1431.068385,1,30.661104,76.746082,65.5
3,1350.063532,1,12.96991,77.59796,85
1,750.1630789,1,21.189685,72.841062,23
3,1170.074459,1,24.69028,78.41889,99
2,1121.076233,1,24.69028,78.41889,45
4,1904.761905,1,30.714837,76.751896,100
4,7054.132802,1,28.388225,76.946376,460
2,950.0285009,1,19.1758,72.8643,150
2,969.9321048,1,12.852041,77.616315,40
1,636.0078278,1,19.038205,73.06612,52
4,4578.507945,1,12.929162,77.629041,340
1,700.0259269,1,18.5823,73.983,27
3,1859.637775,1,19.218498,72.992114,230
3,1700.186606,1,31.097061,77.154897,82
3,1847.187238,1,28.397468,76.945489,110
1,509.5541401,1,18.966114,73.148278,40
3,1427.424391,1,22.56972,88.36972,160
2,715.0518413,1,26.532207,75.520538,20
3,1393.214227,1,19.062322,72.880754,85
2,900.3215434,1,30.768683,76.650876,22.4
2,1000,1,19.18,72.96333,120
2,800,1,26.209302,78.194369,35
1,445.0304928,0,20.084522,72.900306,54
2,1125.175809,1,12.96991,77.59796,56
2,1015.113918,1,19.283359,72.864964,90
2,1200.417537,1,23.185756,77.498465,23
1,1060.147122,1,13.23,77.7,49
3,1654.846336,1,9.930471,76.271273,70
3,1175.121811,1,22.54111,88.33778,41
1,412.0213282,1,20.379289,72.932048,8.5
3,1877.435352,1,22.340396,73.19706,53
2,1150.121065,0,50.817397,4.42145,38
2,910.0529101,1,22.281878,70.752639,43
2,1080,0,13.010349,77.712151,32.4
3,1902.843071,1,12.96991,77.59796,170
1,850.4606662,1,22.1764,75.8193,12
2,1051.223242,0,19.18,72.96333,110
2,945.0617925,1,24.69028,78.41889,91
2,570.0958798,0,23.259859,77.427777,22
2,1050.070432,1,19.049989,73.077321,82
2,1785.060417,1,19.1145,72.8712,390
2,800,1,22.403867,88.470006,35
2,750.0551511,1,12.919987,77.489265,34
2,1129.908619,1,28.409274,77.322293,91.5
4,2857.142857,0,22.1764,75.8193,120
2,896.6801117,1,30.662283,76.822397,28.9
2,900.116144,1,16.198332,77.34239,31
3,1870.32419,1,28.874383,77.113251,75
2,1288.102262,1,13.0306,77.6485,78.6
4,2461.538462,0,26.91868,75.750399,160
2,1066.408143,1,22.288976,73.128222,22
4,4299.996417,1,19.139348,72.820458,1200
2,816.8491699,0,19.0167,72.8167,370
2,1261.625556,1,28.874383,77.113251,31.2
2,1160.092807,1,13.0583,77.5732,45
2,828.7063893,0,12.91668,77.59196,100
3,2015.021066,1,13.010349,77.712151,110
3,2765.784114,1,26.928785,75.828002,67.9
2,790.0334245,1,12.863492,77.74143,26
3,1358.024691,1,13.09,80.27,110
1,850.1594049,1,21.800275,72.604993,24
2,1115.075825,1,18.973908,73.025106,100
1,406.3088686,1,20.742166,80.104602,110
2,1080.080235,1,22.519728,88.38573,70
4,3621.234302,1,12.96991,77.59796,470
6,10050.25126,0,28.548382,77.327819,1200
3,1150.0069,1,19.05871,72.89969,250
3,2489.40678,1,12.980033,77.699328,94
3,1894.179894,0,25.3945,81.8615,53.7
4,4000,1,28.644695,77.338956,140
2,1269.146608,1,22.727017,75.934041,40.6
4,3458.366587,1,28.560719,77.386208,260
2,835.2668213,1,29.9055,75.2547,25.2
2,1185.146168,1,22.54111,88.33778,90
3,1289.872756,1,13.23,77.7,74
3,2100,1,11.931023,79.828222,210
4,3167.898627,1,21.189685,72.841062,150
4,433333.3333,1,9.893479,76.408774,65
2,845.007783,1,12.9974,80.0966,38
1,850,1,21,77,27.2
2,923.0100988,0,24.69028,78.41889,85
3,1490.312966,1,16.531879,80.670951,60
3,1480.019734,1,26.222384,85.862108,60
3,1510.159253,1,12.8706,77.6279,110
1,453.0166793,0,24.69028,78.41889,66
2,999.6079969,1,22.12947,73.41756,25.5
2,1000,1,21.105779,79.078497,30
3,1350.135014,1,12.840956,77.659441,60
3,1231.578947,1,12.88784,77.654131,46.8
2,829.8850575,0,13.034709,80.105584,36.1
2,1069.782752,1,28.629811,77.434197,32.5
1,610.0273241,1,19.147866,72.932609,96
4,2030.205496,1,30.698017,76.679016,82
2,978.7377658,1,28.368269,77.37273,29
3,1503.225806,0,26.91868,75.750399,46.6
2,804.8649615,0,12.808137,77.58308,45
3,1400.051854,1,20.277511,85.810411,54
2,1251.091068,1,21.235342,72.917751,43
3,1850.424056,1,28.2102,76.8606,48
2,711.0877008,1,12.732961,77.707059,27
1,540.0540054,1,28.689982,77.339807,24
2,748,1,22.617564,88.427982,18.7
2,1166.039111,1,12.96991,77.59796,96
2,943.057302,1,19.12,72.91,210
3,1700.071582,1,22.221142,88.281267,190
4,2175.202689,1,26.900926,75.775927,110
3,2181.818182,0,12.9259,77.6229,240
3,1700.071582,1,27.56667,80.68333,95
2,1080.246914,1,26.157856,91.827348,35
3,1276.127613,1,13.04034,77.591347,58
3,2735.016019,1,12.96991,77.59796,350
2,988.0395216,1,19.12,72.91,190
3,935.0788138,1,22.5,88.35,35
1,550.0207555,1,19.050992,73.017947,53
2,1094.890511,0,30.684523,76.691728,51
5,6397.725253,1,28.488415,77.285903,360
2,1150.01465,1,27.16726,75.709505,78.5
2,936.1348034,1,10.999392,76.997254,45
2,1150.030066,1,18.5993,73.7625,76.5
4,3810.431055,0,13.04034,77.591347,320
2,1173.020528,0,10.036626,77.482482,84
4,2541.699762,1,12.925027,80.235348,160
2,950.1648245,1,28.535783,77.400502,49
2,1045.12276,1,12.985206,77.663799,63
3,1969.667126,1,18.5853,73.7413,100
2,930.0661778,1,20.042481,74.473635,52
2,1071.080818,1,19.2167,73.0833,55
3,1400.208986,0,30.651192,76.755011,67
2,1176.470588,1,30.387136,75.865105,200
4,1925.925926,1,30.692243,76.750614,130
2,1053.001053,1,23.19635,72.633149,30
2,1051.156272,1,12.96991,77.59796,45
2,988.5365491,0,18.510418,73.781944,66.4
2,1300.034211,1,11,76.96667,38
2,850.0028333,0,24.69028,78.41889,150
2,948.6166008,1,28.66667,77.41667,31.2
3,1760.198799,1,9.930471,76.271273,85
2,850.1259446,1,28.21,76.87,27
1,654.9646319,1,19.049989,73.077321,50
2,1050.019091,1,19.256471,72.868815,110
3,1267.05653,1,31.325966,75.573641,65
3,1150.086256,1,26.809242,75.741434,40
3,844.8442017,0,28.406388,77.342588,26.3
2,1075.268817,1,28.583704,77.360401,100
2,1016.191315,1,19.05871,72.89969,150
3,900.3760394,0,19.1615,72.8731,170
3,2058.11138,1,28.546788,77.378494,170
4,6000,0,28.548382,77.327819,750
2,950.1187648,1,10.526103,76.19383,36
3,2015.983872,1,12.9847,77.5491,280
2,749.4004796,1,21.23994,72.85652,12.5
4,3045.878546,1,28.47944,76.971432,160
2,1303.707063,1,19.1145,72.8712,230
2,936.0223873,1,24.69028,78.41889,97
2,1100.375738,1,26.832353,75.841749,20.5
2,704.0070843,1,13.04724,80.111421,31.8
3,2000,1,9.935413,76.298608,130
3,1678.657074,0,28.595305,77.347365,63
1,411.1662322,1,18.966114,73.148278,48.9
2,950.0285009,1,28.576117,77.382136,50
5,4787.552364,1,13.04034,77.591347,480
1,630.2521008,1,18.4,76.58333,13.5
3,1823.154057,1,18.52361,73.84778,160
3,2250.692521,1,30.594843,76.84983,65
3,1399.941055,1,18.531343,73.877715,190
3,1635.055592,1,12.96991,77.59796,100
3,1896.878772,1,28.362327,76.979049,110
3,1600,1,19.147866,72.932609,250
3,1447.054818,1,22.53028,88.33417,85
3,1640.112465,1,12.846186,77.693554,70
2,1110.053917,0,24.69028,78.41889,70
4,3333.333333,1,28.526624,77.376718,250
3,2708.070049,1,12.8682,77.5321,300
1,410.0461302,1,26.781748,81.006714,16
3,1512.401694,1,20.029201,73.787918,100
2,912.0620202,1,19.216097,72.821721,120
2,795.097423,1,21.19233,79.062102,25.3
1,443.5607219,0,18.440853,73.90536,29
3,1350.121359,1,12.96991,77.59796,44.5
4,4000,1,12.96991,77.59796,400
3,4769.230769,1,21.174686,79.045846,310
3,1897.278651,1,12.96991,77.59796,99
1,705.0092764,1,19.049989,73.077321,57
3,1510.989011,0,12.86,77.786,110
2,643.8113633,1,19.18,72.96333,120
2,1100.208147,0,20.100361,79.103607,37
1,650.0691563,1,19.148338,72.995687,47
1,502.6315789,0,12.9182,80.0824,19.1
2,999.6895374,0,19.2167,73.0833,64.4
1,628.9308176,0,13.11389,77.59833,37
3,1050.228311,1,23.507414,87.395907,23
2,1225.186104,1,18.52361,73.84778,79
3,1473.005999,1,22.54111,88.33778,66.3
2,1250,1,20.167837,72.77484,24
3,1614.797416,1,12.890308,74.833347,55
1,533.0243337,1,13.09,80.27,23
4,2754.820937,1,22.529,88.368,470
2,772.4137931,1,23.554673,87.274204,22.4
2,900.116144,1,21.15389,79.08306,31
1,674.9662517,1,19.2836,72.8675,45
3,1773.049645,1,28.9196,76.8972,120
3,1200,1,26.91667,75.86667,45
3,2015.503876,1,26.781748,81.006714,78
2,1075.05864,1,28.577673,77.389781,55
3,1190.322581,0,26.736714,88.447713,36.9
3,1220.886551,1,22.403867,88.470006,65
2,1199.944189,1,30.689021,76.860403,86
3,1700.15456,1,28.582887,77.339935,110
2,875.1608752,1,17.68333,75.91667,34
3,1518.151815,1,12.896796,77.5724,92
1,739.9817851,1,18.558319,73.77588,65
1,389.5585889,0,19.161955,72.839616,87.9
2,1350.154936,1,9.930471,76.271273,61
3,1679.966401,0,28.429614,77.481711,120
5,5873.586394,1,12.935541,77.680684,670
2,1044.045677,1,19.1759,72.9522,160
3,1350.024546,0,21.178534,79.646656,55
3,1954.686806,1,28.9196,76.8972,88
2,1500,1,22.328394,73.176639,48
2,1192.307692,1,26.265915,73.004593,62
3,1000,1,23.280294,77.365731,40
3,1556.247221,1,22.288976,73.128222,35
2,514.9738552,0,24.69028,78.41889,130
2,1072.194425,1,28.698133,77.335746,30
3,1626.898048,1,24.69028,78.41889,180
2,700.1647446,1,21.163131,81.306849,17
3,1336.184773,1,13.114624,80.188519,78.1
1,535.0028458,1,18.47954,73.875229,47
2,882.0536017,1,19.256471,72.868815,78
2,650.0397984,1,18.651598,73.735448,49
3,1370.07874,0,12.86,77.786,87
3,1930.235765,1,12.905368,77.580403,140
2,730.8254481,0,19.05871,72.89969,190
3,1000,0,19.218498,72.992114,94
2,650.0956023,1,18.439098,74.35197,17
3,2258.512856,1,18.49667,73.94167,130
3,2026.929202,1,28.41667,77.3,140
1,414.7619048,0,24.6902,78.416,87.1
3,1495.35923,1,28.990399,77.059442,43.5
2,800,1,26.9883,75.5846,13
3,1821.125051,1,22.5922,88.484911,90
2,940.8075265,1,28.574502,77.328608,120
2,1250,1,28.9196,76.8972,52
2,1209.816799,0,16.498436,80.653706,35
1,550.017188,1,18.129209,76.758924,32
2,1150,1,22.3,73.2,23
2,1225.201072,1,12.9816,77.6729,45.7
1,408.997955,0,18.96667,72.83333,70
3,2685.861624,1,28.440728,77.114195,500
1,498.8873735,0,24.69028,78.41889,69.5
1,666.0088801,1,21.142359,72.862596,13.5
2,1110.045224,1,24.69028,78.41889,81
1,950.3239741,1,21.12904,72.858164,22
2,1349.325337,1,30.65,76.82,45
2,530.2378905,0,18.6182,73.7447,55.5
2,1200.274348,1,21.1677,72.8382,35
3,1599.680064,0,19.1759,72.9522,240
2,1163.636364,1,22.803593,83.755013,160
3,113785.558,0,15.384909,73.850001,7280
3,2241.010492,1,22.535636,88.388412,220
2,942.0022165,1,12.96991,77.59796,51
1,301.9171163,0,19.076057,73.097319,26.3
2,900.090009,1,28.9196,76.8972,40
4,2674.956622,1,28.5574,77.159,92.5
2,852.9776675,1,19.256471,72.868815,110
3,2106.897316,1,28.9196,76.8972,190
4,3495.947879,0,21.848391,73.100621,220
2,1600.134748,1,12.96991,77.59796,95
3,1326.963907,1,12.96991,77.59796,75
3,1505.011565,1,12.86,77.786,97.6
2,1296.111665,1,13.055985,77.622157,78
4,3501.361641,1,28.440728,77.114195,630
2,1400.147384,1,35,136,76
1,661.9632436,1,19.126499,72.99956,76
3,2070.0207,1,19.0705,72.8309,690
1,284.0012622,1,21.734206,70.456703,9
2,1299.89295,1,18.52361,73.84778,85
3,1300.131062,1,28.579004,77.431173,49.6
2,1165.13904,1,12.9958935,77.761394,75
2,1135.241856,1,13.054202,77.674002,46
3,1645.141451,1,22.7808,86.1522,53.5
4,2141.46658,1,28.368269,77.37273,66
3,1777.975331,0,28.510034,77.06508,160
2,947.6389335,1,26.900926,75.775927,29.5
3,1100.196464,1,27.073397,75.594316,28
2,1273.828413,1,16.700359,76.83521,570
2,797.0849465,1,13.042089,80.124264,35
2,823.0452675,1,11.169483,76.616001,34
2,630.1502666,1,26.91667,75.86667,13
3,1300.284437,1,24.03687,85.3782,32
3,1785.469029,1,28.385415,76.964613,130
3,1995.609659,1,22.5922,88.484911,100
4,3750.161645,1,12.953042,77.732643,290
3,1724.137931,1,12.973237,77.646859,34
3,1699.346405,1,22.312358,73.145436,26
2,1270.417423,1,26.906098,75.825254,35
1,675.0392465,1,25.415663,86.144871,43
3,1625.282167,1,28.577673,77.389781,72
3,1655.878368,1,12.326657,76.637965,110
3,1650.252861,1,16.609758,80.617778,62
1,650.1011268,1,24.6902,78.416,22.5
4,1750.051472,1,28.6221,77.3674,85
3,1400,0,17.80268,83.356136,51.8
3,1877.410189,1,19.128324,72.825408,370
2,1150.190114,1,28.5035,77.426447,48.4
3,1767.352185,0,12.9255,77.6765,110
2,800.1361934,1,28.406388,77.342588,23.5
3,1250,1,22.403867,88.470006,45
1,609.0764331,1,23.399528,85.357421,15.3
2,2000,1,18.4543,73.1147,60
3,1250,1,12.928575,77.585721,45
2,954.7934528,1,26.8626,75.7633,24.5
1,453.0011325,0,19.249861,72.963866,64
2,550.0442,1,19.18,72.96333,56
3,2051.158301,1,22.5922,88.484911,85
3,2501.924557,1,28.47944,76.971432,130
2,1159.243441,1,20.26444,85.82806,38
2,940.2914904,1,12.756152,77.856172,20
3,1750.087504,1,19.1758,72.8643,200
3,1474.993653,1,22.760061,75.928572,58.1
2,800,1,28.6711,77.3683,25
3,1678.947368,1,26.91868,75.750399,63.8
4,2171.612103,0,19.0164,72.8294,1190
1,675.024108,1,18.975268,73.109062,42
2,1302.241066,1,21.17,72.83,43
2,1166.180758,1,13.0814,77.5566,60
2,549.7771174,1,22.29691,70.79836,18.5
3,1399.825022,1,21.2612,81.586072,48
2,1176.683563,1,12.9847,77.5491,130
3,1282.568807,1,35,136,69.9
3,1609.834626,1,21.15389,79.08306,110
1,675.1687922,1,20.36667,72.9,9
3,1950.078003,0,19.139348,72.820458,350
3,1650,0,18.092898,83.395794,52.8
2,1223.380154,1,12.973237,77.646859,27
2,1250,1,26.900926,75.775927,41
3,1183.522902,0,22.7808,86.1522,38.5
3,1960.01568,1,30.662283,76.822397,50
5,2700.096432,1,22.590732,76.635291,56
2,980.3921569,1,20.230195,85.816005,23.5
2,1195.652174,1,28.456809,77.099182,110
2,900.297619,1,22.216168,73.185498,24.2
